card_id,section,event_id,title,detail,sort_order
sakura_bakushin_o,chain,bakushin_s_cooking,(❯) Bakushin's Cooking!,"Speed +10",1
sakura_bakushin_o,chain,bakushin_s_love,(❯❯) Bakushin's Love!,"Speed +5|Power +5",2
sakura_bakushin_o,chain,bakushin_s_huge_success,(❯❯❯) Bakushin's Huge Success!,Speed +10|Power +5|Turbo Sprint hint +1,3
sakura_bakushin_o,random,genius_efficiency,Genius Efficiency!,Top::Speed +15|Sakura Bakushin O bond +5||Bot::Speed +5|Power +10|Sakura Bakushin O bond +5,1
sakura_bakushin_o,random,enough_to_break_into_a_dash,Enough to Break into a Dash!,Top::Gap Closer hint +1|Sakura Bakushin O bond +5||Bot::Energy -10|Speed +10|Power +5|Sakura Bakushin O bond +5,2
nishino_flower,chain,how_i_can_help,(❯) How I Can Help,Maximum Energy +4|Skill points +10|Countermeasure hint +2|Nishino Flower bond +5,1
nishino_flower,chain,aspiring_to_adulthood,(❯❯) Aspiring to Adulthood,Top::Energy -10|Wit +30|Nishino Flower bond +5||Bot::Wit +5|Skill points +15|Nishino Flower bond +5,2
nishino_flower,chain,what_s_important,(❯❯❯) What's Important!,Speed +5|Wit +10|Beeline Burst hint +1/+3 or Straightaway Adept hint +1,3
nishino_flower,random,warmth_love_and_lunch,"Warmth, Love, and Lunch",Top::Get Charming ○ status|Nishino Flower bond +5||Bot::Energy +20|Nishino Flower bond +5,1
nishino_flower,random,let_s_bloom_beautifully,Let's Bloom Beautifully ♪,Top::Wit +15|Nishino Flower bond +5||Bot::Speed +10|Power +5|Nishino Flower bond +5,2
biko_pegasus,chain,passionate_promises_heroic_ambitions,"(❯) Passionate Promises, Heroic Ambitions!","Speed +5|Guts +5",1
biko_pegasus,chain,brace_yourself_training_with_carrot_ranger,(❯❯) Brace Yourself: Training with Carrot Ranger!,"Speed +5|Guts +5",2
biko_pegasus,chain,showdown_glorious_victory,(❯❯❯) Showdown! Glorious Victory!,"Speed +5|Power +5|Guts +5|Plan X hint +1",3
biko_pegasus,random,a_hero_s_woes,A Hero's Woes,Top::Energy +15|Biko Pegasus bond +5||Bot::Energy +5|Power +5|Biko Pegasus bond +5,1
biko_pegasus,random,preparing_my_special_move,Preparing My Special Move!,Top::Sprint Straightaways ○ hint +1|Biko Pegasus bond +5||Bot::Energy +30|Biko Pegasus bond +5,2
curren_chan_sr,chain,awildcurrenappeared,(❯) #AWildCurrenAppeared,Top::Speed +20|Curren Chan bond +5||Bot::Skill points +10|Shrewd Step hint +1|Curren Chan bond +5,1
curren_chan_sr,chain,cutefluffyoverload,(❯❯) #CuteFluffyOverload,Sprint Corners ○ hint +1|Curren Chan bond +5,2
curren_chan_sr,random,uruniquecuteness,#UrUniqueCuteness,Top::Speed +5|Wit +10|Curren Chan bond +5||Bot::Speed +10|Power +5|Curren Chan bond +5,1
curren_chan_sr,random,cuteness4u,#Cuteness4U ☆,Top::Skill points +15|Curren Chan bond +5||Bot::Intimidate hint +1|Curren Chan bond +5,2
vodka_sr,chain,slacking_off_at_sundown,(❯) Slacking Off at Sundown,Top::Maximum Energy +4|Power +10|Vodka bond +5||Bot::!Randomly either|Speed +15|Mile Corners ○ hint +1|Vodka bond +5|!or|Speed +5|Vodka bond +5,1
vodka_sr,chain,persistence_pays_off,(❯❯) Persistence Pays Off,Speed +15|Skill points +15,2
vodka_sr,random,the_coolest_line,The Coolest Line,Top::Power +10|Vodka bond +5||Bot::Power +5|Skill points +15|Vodka bond +5,1
vodka_sr,random,enemies_on_main_street,Enemies on Main Street,Top::Nimble Navigator hint +1|Vodka bond +5||Bot::Power +5|Skill points +15|Vodka bond +5,2
shinko_windy_sr,chain,dig_here_windy,"(❯) Dig Here, Windy!",Top::Speed +10|Shinko Windy bond +5||Bot::Energy -5|Skill points +30|Shinko Windy bond +5,1
shinko_windy_sr,chain,c_mon_gates_open_already,"(❯❯) C'mon Gates, Open Already!","!Randomly either|Speed +10|Skill points +15|Shifting Gears hint +3|Shinko Windy bond +5|!or|Speed +5|Skill points +10|Shinko Windy bond +5",2
shinko_windy_sr,random,chomp_extermination,Chomp Extermination!,Top::Speed +3|Mood +1|Shinko Windy bond +5||Bot::Energy +10|Skill points +5|Shinko Windy bond +5,1
shinko_windy_sr,random,chomp_attack,Chomp Attack!,Top::Skill points +15|Shinko Windy bond +5||Bot::Speed +3|Unyielding Spirit hint +1|Shinko Windy bond +5,2
sweep_tosho_sr,chain,some_very_green_friends,(❯) Some Very Green Friends,Top::Speed +5|Skill points +10|Lucky Seven hint +1|Sweep Tosho bond +5||Bot::Mood -1|Maverick ○ hint +5|!Event chain ended,1
sweep_tosho_sr,chain,premeditated_mischief,(❯❯) Premeditated Mischief,Top::Speed +10|Skill points +20|Levelheaded hint +1|Sweep Tosho bond +5||Bot::Mood -1|Lone Wolf hint +1,2
sweep_tosho_sr,random,miracle_escape,Miracle ☆ Escape!,Top::Energy +10|Speed +5|Sweep Tosho bond +5||Bot::Energy -10|Speed +20|Sweep Tosho bond +5,1
sweep_tosho_sr,random,wonderful_mistake,Wonderful ☆ Mistake!,Top::!Randomly either|Energy -15|Skill points +40|!or|Energy -20|Skill points +40|Sweep Tosho bond +5||Bot::Get Charming ○ status|Sweep Tosho bond +5,2
eishin_flash_sr,chain,a_good_manager,(❯) A Good Manager,Maximum Energy +4|Energy +10|Mood +1,1
eishin_flash_sr,chain,a_good_friend,(❯❯) A Good Friend,Energy +20|Homestretch Haste hint +1,2
eishin_flash_sr,random,unforeseen_lunch,Unforeseen Lunch,Top::Energy +15|Eishin Flash bond +5||Bot::Speed +5|Guts +5|Eishin Flash bond +5,1
eishin_flash_sr,random,responding_to_the_unforeseen,Responding to the Unforeseen,Top::Guts +10|Eishin Flash bond +5||Bot::Target in Sight ○ hint +1|Eishin Flash bond +5,2
narita_taishin_sr,chain,nighttime_secret,(❯) Nighttime Secret,Speed +5|Stamina +5,1
narita_taishin_sr,chain,enjoy_the_musical,(❯❯) Enjoy the Musical!,Speed +5|Stamina +5|Power +5|I Can See Right Through You hint +1,2
narita_taishin_sr,random,just_leave_me_alone,Just Leave Me Alone,Top::Stamina +5|Skill points +15|Narita Taishin bond +5||Bot::Power +5|Skill points +15|Narita Taishin bond +5,1
narita_taishin_sr,random,just_don_t_bother_me,Just Don't Bother Me,Top::Pressure hint +1|Narita Taishin bond +5||Bot::Skill points +30|Narita Taishin bond +5,2
king_halo_sr,chain,first_rate_coaching,(❯) First-Rate Coaching,Speed +10,1
king_halo_sr,chain,first_rate_advice,(❯❯) First-Rate Advice,Speed +15|Skill points +15,2
king_halo_sr,random,you_may_socialize_with_me,You May Socialize With Me!,Top::Energy -20|Speed +10|Power +10|Wit +5|King Halo bond +5||Bot::Mood -1|Guts +25|King Halo bond +5,1
king_halo_sr,random,you_may_advise_me,You May Advise Me!,Top::Guts +10|Wit +5|King Halo bond +5||Bot::Homestretch Haste hint +1|King Halo bond +5,2
narita_top_road_r,random,a_thorough_inspection,A Thorough Inspection,Top::Energy +20|Narita Top Road bond +5||Bot::Energy -10|Speed +25|Narita Top Road bond +5,1
narita_top_road_r,random,a_diligent_effort,A Diligent Effort,Top::Stamina +10|Narita Top Road bond +5||Bot::Up-Tempo hint +1|Narita Top Road bond +5,2
narita_brian_r,random,student_council_member,Student Council Member!,Top::Mood +1|Speed +5|Narita Brian bond +5||Bot::Maximum Energy +4|Narita Brian bond +5,1
narita_brian_r,random,lone_wolf,Lone Wolf,Lone Wolf hint +1|Narita Brian bond +5,2
shinko_windy_r,random,chomp_extermination,Chomp Extermination!,Top::Speed +3|Mood +1|Shinko Windy bond +5||Bot::Energy +10|Skill points +5|Shinko Windy bond +5,1
shinko_windy_r,random,chomp_attack,Chomp Attack!,Top::Skill points +15|Shinko Windy bond +5||Bot::Speed +3|Unyielding Spirit hint +1|Shinko Windy bond +5,2
kawakami_princess_r,random,princess_punch,Princess Punch!,Top::Guts +10|Kawakami Princess bond +5||Bot::Mood +1|Kawakami Princess bond +5,1
kawakami_princess_r,random,princess_escape,Princess Escape!,Top::Energy +10|Kawakami Princess bond +5||Bot::Steadfast hint +1|Kawakami Princess bond +5,2
kitasan_black_r,random,ah_friendship,"Ah, Friendship",Top::Mood +1|Power +5|Kitasan Black bond +5||Bot::Energy +10|Kitasan Black bond +5,1
kitasan_black_r,random,ah_home_sweet_home,"Ah, Home Sweet Home",Top::Speed +5|Power +10|Kitasan Black bond +5||Bot::Get Practice Perfect ○ status|Kitasan Black bond +5,2
twin_turbo_r,random,just_start_running,Just Start Running!,Top::Speed +20|Mood -1||Bot::Energy -10|Power +20|Twin Turbo bond +5,1
twin_turbo_r,random,i_m_all_fired_up,I'm All Fired Up!,Top::Energy +15|Twin Turbo bond +5||Bot::Early Lead hint +1|Twin Turbo bond +5,2
sweep_tosho_r,random,miracle_escape,Miracle ☆ Escape!,Top::Energy +10|Speed +5|Sweep Tosho bond +5||Bot::Energy -10|Speed +20|Sweep Tosho bond +5,1
sweep_tosho_r,random,wonderful_mistake,Wonderful ☆ Mistake!,Top::!Randomly either|Energy -15|Skill points +40|!or|Energy -20|Skill points +40|Sweep Tosho bond +5||Bot::Get Charming ○ status|Sweep Tosho bond +5,2
silence_suzuka_r,random,on_and_on,On and On,Top::Speed +10|Stamina +5|Silence Suzuka bond +5||Bot::Speed +15|Silence Suzuka bond +5,1
silence_suzuka_r,random,what_should_i_do,What Should I Do?,Top::Speed +5|Stamina +5|Wit +5|Silence Suzuka bond +5||Bot::Left-Handed ○ hint +1|Silence Suzuka bond +5,2
tokai_teio_r,random,my_way_or,"My Way, Or...",Top::Mood +1|Skill points +15|Tokai Teio bond +5||Bot::Guts +15|Tokai Teio bond +5,1
tokai_teio_r,random,my_weapon,My Weapon,Top::Mood +1|Guts +10|Tokai Teio bond +5||Bot::Pace Chaser Straightaways ○ hint +1|Tokai Teio bond +5,2
